# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 19 20:13:08 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
#
pl_name,discoverymethod,disc_year
TOI-1842 b,Transit,2021
TOI-1842 b,Transit,2021
TOI-1842 b,Transit,2021
TOI-1846 b,Transit,2025
TOI-1846 b,Transit,2025
TOI-1853 b,Transit,2023
TOI-1853 b,Transit,2023
TOI-1855 b,Transit,2024
TOI-1855 b,Transit,2024
TOI-1859 b,Transit,2023
TOI-1859 b,Transit,2023
TOI-1860 b,Transit,2022
TOI-1860 b,Transit,2022
TOI-1883 b,Transit,2024
TOI-1883 b,Transit,2024
TOI-1898 b,Transit,2024
TOI-1898 b,Transit,2024
TOI-1898 b,Transit,2024
TOI-1899 b,Transit,2020
TOI-1899 b,Transit,2020
TOI-1899 b,Transit,2020
TOI-1937 A b,Transit,2023
TOI-1937 A b,Transit,2023
TOI-198 b,Transit,2023
TOI-198 b,Transit,2023
TOI-198 b,Transit,2023
TOI-199 b,Transit,2023
TOI-199 b,Transit,2023
TOI-199 c,Transit Timing Variations,2023
TOI-1994 b,Transit,2024
TOI-1994 b,Transit,2024
TOI-2000 b,Transit,2023
TOI-2000 b,Transit,2023
TOI-2000 c,Transit,2023
TOI-2000 c,Transit,2023
TOI-2005 b,Transit,2025
TOI-2005 b,Transit,2025
TOI-201 b,Transit,2021
TOI-201 b,Transit,2021
TOI-201 b,Transit,2021
TOI-201 b,Transit,2021
TOI-201 c,Transit Timing Variations,2025
TOI-2010 b,Transit,2023
TOI-2010 b,Transit,2023
TOI-2015 b,Transit,2023
TOI-2015 b,Transit,2023
TOI-2015 b,Transit,2023
TOI-2015 c,Transit Timing Variations,2025
TOI-2018 b,Transit,2023
TOI-2018 b,Transit,2023
TOI-2019 b,Transit,2024
TOI-2019 b,Transit,2024
TOI-2025 b,Transit,2022
TOI-2025 b,Transit,2022
TOI-2025 b,Transit,2022
TOI-2031 A b,Transit,2025
TOI-2031 A b,Transit,2025
TOI-2046 b,Transit,2022
TOI-2046 b,Transit,2022
TOI-2048 b,Transit,2022
TOI-2048 b,Transit,2022
TOI-206 b,Transit,2022
TOI-206 b,Transit,2022
TOI-2068 b,Transit,2024
TOI-2068 b,Transit,2024
TOI-2076 b,Transit,2021
TOI-2076 b,Transit,2021
TOI-2076 b,Transit,2021
TOI-2076 b,Transit,2021
TOI-2076 b,Transit,2021
TOI-2076 b,Transit,2021
TOI-2076 b,Transit,2021
TOI-2076 c,Transit,2021
TOI-2076 c,Transit,2021
TOI-2076 c,Transit,2021
TOI-2076 c,Transit,2021
TOI-2076 c,Transit,2021
TOI-2076 d,Transit,2021
TOI-2076 d,Transit,2021
TOI-2076 d,Transit,2021
TOI-2076 d,Transit,2021
TOI-2076 d,Transit,2021
TOI-2076 e,Transit,2025
TOI-2076 e,Transit,2025
TOI-2081 b,Transit,2022
TOI-2081 b,Transit,2022
TOI-2084 b,Transit,2023
TOI-2084 b,Transit,2023
TOI-2088 b,Transit,2024
TOI-2088 b,Transit,2024
TOI-2093 b,Radial Velocity,2025
TOI-2093 c,Transit,2025
TOI-2093 c,Transit,2025
TOI-2094 b,Transit,2026
TOI-2094 b,Transit,2026
TOI-2095 b,Transit,2023
TOI-2095 b,Transit,2023
TOI-2095 b,Transit,2023
TOI-2095 c,Transit,2023
TOI-2095 c,Transit,2023
TOI-2095 c,Transit,2023
TOI-2096 b,Transit,2023
TOI-2096 b,Transit,2023
TOI-2096 c,Transit,2023
TOI-2096 c,Transit,2023
TOI-2107 b,Transit,2024
TOI-2107 b,Transit,2024
TOI-2109 b,Transit,2021
TOI-2109 b,Transit,2021
TOI-2120 b,Transit,2024
TOI-2120 b,Transit,2024
TOI-2128 b,Transit,2024
TOI-2128 b,Transit,2024
TOI-2133 b,Transit,2026
TOI-2133 b,Transit,2026
TOI-2134 b,Transit,2023
TOI-2134 b,Transit,2023
TOI-2134 c,Transit,2023
TOI-2134 c,Transit,2023
TOI-2134 c,Transit,2023
TOI-2136 b,Transit,2022
TOI-2136 b,Transit,2022
TOI-2136 b,Transit,2022
TOI-2136 b,Transit,2022
TOI-2141 b,Transit,2023
TOI-2141 b,Transit,2023
TOI-2141 b,Transit,2023
TOI-2141 c,Radial Velocity,2025
TOI-2141 d,Radial Velocity,2025
TOI-2145 b,Transit,2023
TOI-2145 b,Transit,2023
TOI-2145 b,Transit,2023
TOI-2145 b,Transit,2023
TOI-2152 A b,Transit,2023
TOI-2152 A b,Transit,2023
TOI-2154 b,Transit,2023
TOI-2154 b,Transit,2023
TOI-2158 b,Transit,2022
TOI-2158 b,Transit,2022
TOI-216.01,Transit,2019
TOI-216.01,Transit,2019
TOI-216.01,Transit,2019
TOI-216.01,Transit,2019
TOI-216.02,Transit,2019
TOI-216.02,Transit,2019
TOI-216.02,Transit,2019
TOI-216.02,Transit,2019
TOI-2169 A b,Transit,2025
TOI-2169 A b,Transit,2025
TOI-2180 b,Transit,2022
TOI-2180 b,Transit,2022
TOI-2180 b,Transit,2022
TOI-2180 b,Transit,2022
TOI-2184 b,Transit,2022
TOI-2184 b,Transit,2022
TOI-2193 A b,Transit,2022
TOI-2193 A b,Transit,2022
TOI-2194 b,Transit,2023
TOI-2194 b,Transit,2023
TOI-2196 b,Transit,2022
TOI-2196 b,Transit,2022
TOI-220 b,Transit,2021
TOI-220 b,Transit,2021
TOI-2202 b,Transit,2021
TOI-2202 b,Transit,2021
TOI-2202 b,Transit,2021
TOI-2202 c,Transit Timing Variations,2021
TOI-2207 b,Transit,2022
TOI-2207 b,Transit,2022
TOI-2211.01,Transit,2024
TOI-2211.01,Transit,2024
TOI-2236 b,Transit,2022
TOI-2236 b,Transit,2022
TOI-2257 b,Transit,2021
TOI-2257 b,Transit,2021
TOI-2260 b,Transit,2022
TOI-2260 b,Transit,2022
TOI-2266 b,Transit,2024
TOI-2266 b,Transit,2024
TOI-2267 b,Transit,2025
TOI-2267 b,Transit,2025
TOI-2267 c,Transit,2025
TOI-2267 c,Transit,2025
TOI-2267 d,Transit,2025
TOI-2267 d,Transit,2025
TOI-2267 d,Transit,2025
TOI-2274 b,Transit,2024
TOI-2274 b,Transit,2024
TOI-2285 b,Transit,2021
TOI-2285 b,Transit,2021
TOI-2285 b,Transit,2021
TOI-2295 b,Transit,2024
TOI-2295 b,Transit,2024
TOI-2295 c,Radial Velocity,2024
TOI-2322 b,Transit,2025
TOI-2322 b,Transit,2025
TOI-2322 c,Transit,2025
TOI-2322 c,Transit,2025
TOI-2328 b,Transit,2025
TOI-2328 b,Transit,2025
TOI-2337 b,Transit,2022
TOI-2337 b,Transit,2022
TOI-2338 b,Transit,2023
TOI-2338 b,Transit,2023
TOI-2345 b,Transit,2025
TOI-2345 b,Transit,2025
TOI-2345 c,Transit,2025
TOI-2345 c,Transit,2025
TOI-2346 b,Transit,2025
TOI-2346 b,Transit,2025
TOI-2364 b,Transit,2023
TOI-2364 b,Transit,2023
TOI-2368 b,Transit,2024
TOI-2368 b,Transit,2024
TOI-237 b,Transit,2020
TOI-237 b,Transit,2020
TOI-237 b,Transit,2020
TOI-2373 b,Transit,2023
TOI-2373 b,Transit,2023
TOI-2374 b,Transit,2024
TOI-2374 b,Transit,2024
TOI-2379 b,Transit,2024
TOI-2379 b,Transit,2024
TOI-238 b,Transit,2024
TOI-238 b,Transit,2024
TOI-238 b,Transit,2024
TOI-238 b,Transit,2024
TOI-238 c,Radial Velocity,2024
TOI-2382 b,Transit,2025
TOI-2382 b,Transit,2025
TOI-2384 b,Transit,2024
TOI-2384 b,Transit,2024
TOI-2406 b,Transit,2021
TOI-2406 b,Transit,2021
TOI-2406 b,Transit,2021
TOI-2407 b,Transit,2025
TOI-2407 b,Transit,2025
TOI-2411 b,Transit,2022
TOI-2411 b,Transit,2022
TOI-2416 b,Transit,2023
TOI-2416 b,Transit,2023
TOI-2420 b,Transit,2024
TOI-2420 b,Transit,2024
TOI-2421 b,Transit,2022
TOI-2421 b,Transit,2022
TOI-2427 b,Transit,2022
TOI-2427 b,Transit,2022
TOI-2431 b,Transit,2026
TOI-2431 b,Transit,2026
TOI-244 b,Transit,2023
TOI-244 b,Transit,2023
TOI-244 b,Transit,2023
TOI-2443 b,Transit,2023
TOI-2443 b,Transit,2023
TOI-2443 b,Transit,2023
TOI-2445 b,Transit,2022
TOI-2445 b,Transit,2022
TOI-2447 b,Transit,2024
TOI-2447 b,Transit,2024
TOI-2449 b,Transit,2025
TOI-2449 b,Transit,2025
TOI-2458 b,Transit,2024
TOI-2458 b,Transit,2024
TOI-2458 c,Radial Velocity,2024
TOI-2459 b,Transit,2023
TOI-2459 b,Transit,2023
TOI-2485 b,Transit,2024
TOI-2485 b,Transit,2024
TOI-2497 b,Transit,2023
TOI-2497 b,Transit,2023
TOI-2498 b,Transit,2023
TOI-2498 b,Transit,2023
TOI-251 b,Transit,2021
TOI-251 b,Transit,2021
TOI-251 b,Transit,2021
TOI-2524 b,Transit,2023
TOI-2524 b,Transit,2023
TOI-2525 b,Transit,2023
TOI-2525 b,Transit,2023
TOI-2525 c,Transit,2023
TOI-2525 c,Transit,2023
TOI-2529 b,Transit,2024
TOI-2529 b,Transit,2024
TOI-2537 b,Transit,2024
TOI-2537 b,Transit,2024
TOI-2537 c,Radial Velocity,2024
TOI-2545 b,Transit,2022
TOI-2545 b,Transit,2022
TOI-2567 b,Transit,2022
TOI-2567 b,Transit,2022
TOI-257 b,Transit,2021
TOI-257 b,Transit,2021
TOI-257 b,Transit,2021
TOI-2570 b,Transit,2022
TOI-2570 b,Transit,2022
TOI-2580 b,Transit,2024
TOI-2580 b,Transit,2024
TOI-2583 A b,Transit,2023
TOI-2583 A b,Transit,2023
TOI-2587 A b,Transit,2023
TOI-2587 A b,Transit,2023
TOI-2589 b,Transit,2023
TOI-2589 b,Transit,2023
TOI-260 b,Transit,2024
TOI-260 b,Transit,2024
TOI-260 b,Transit,2024
TOI-261.01,Transit,2021
TOI-261.01,Transit,2021
TOI-261.01,Transit,2021
TOI-261.02,Transit,2021
TOI-261.02,Transit,2021
TOI-262 b,Transit,2023
TOI-262 b,Transit,2023
TOI-2641 b,Transit,2023
TOI-2641 b,Transit,2023
TOI-2669 b,Transit,2022
TOI-2669 b,Transit,2022
TOI-269 b,Transit,2021
TOI-269 b,Transit,2021
TOI-269 b,Transit,2021
TOI-270 b,Transit,2019
TOI-270 b,Transit,2019
TOI-270 b,Transit,2019
TOI-270 b,Transit,2019
TOI-270 b,Transit,2019
TOI-270 b,Transit,2019
TOI-270 c,Transit,2019
TOI-270 c,Transit,2019
TOI-270 c,Transit,2019
TOI-270 c,Transit,2019
TOI-270 c,Transit,2019
TOI-270 d,Transit,2019
TOI-270 d,Transit,2019
TOI-270 d,Transit,2019
TOI-270 d,Transit,2019
TOI-270 d,Transit,2019
TOI-270 d,Transit,2019
TOI-2714 b,Transit,2024
TOI-2714 b,Transit,2024
TOI-2719 b,Transit,2025
TOI-2719 b,Transit,2025
TOI-2768 b,Transit,2024
TOI-2768 b,Transit,2024
TOI-277 b,Transit,2022
TOI-277 b,Transit,2022
TOI-2796 b,Transit,2023
TOI-2796 b,Transit,2023
TOI-2803 A b,Transit,2023
TOI-2803 A b,Transit,2023
TOI-2818 b,Transit,2023
TOI-2818 b,Transit,2023
TOI-283 b,Transit,2025
TOI-283 b,Transit,2025
TOI-2842 b,Transit,2023
TOI-2842 b,Transit,2023
TOI-286 b,Transit,2024
TOI-286 b,Transit,2024
TOI-286 c,Transit,2024
TOI-286 c,Transit,2024
TOI-2876 b,Transit,2025
TOI-2876 b,Transit,2025
TOI-2886 b,Transit,2025
TOI-2886 b,Transit,2025
TOI-2969 b,Transit,2025
TOI-2969 b,Transit,2025
TOI-2977 b,Transit,2023
TOI-2977 b,Transit,2023
TOI-2981 b,Transit,2024
TOI-2981 b,Transit,2024
TOI-2986 b,Transit,2025
TOI-2986 b,Transit,2025
TOI-2989 b,Transit,2025
TOI-2989 b,Transit,2025
TOI-2992 b,Transit,2025
TOI-2992 b,Transit,2025
TOI-3023 b,Transit,2023
TOI-3023 b,Transit,2023
TOI-3071 b,Transit,2024
TOI-3071 b,Transit,2024
TOI-3082 b,Transit,2023
TOI-3082 b,Transit,2023
TOI-3135 b,Transit,2025
TOI-3135 b,Transit,2025
TOI-3160 A b,Transit,2025
TOI-3160 A b,Transit,2025
TOI-3235 b,Transit,2023
TOI-3235 b,Transit,2023
TOI-3261 b,Transit,2024
TOI-3261 b,Transit,2024
TOI-3288 b,Transit,2025
TOI-3288 b,Transit,2025
TOI-3288 b,Transit,2025
TOI-329 b,Transit,2024
TOI-329 b,Transit,2024
TOI-332 b,Transit,2023
TOI-332 b,Transit,2023
TOI-3321 b,Transit,2024
TOI-3321 b,Transit,2024
TOI-333 b,Transit,2025
TOI-333 b,Transit,2025
TOI-3331 A b,Transit,2022
TOI-3331 A b,Transit,2022
TOI-3353.01,Transit,2024
TOI-3353.01,Transit,2024
TOI-3362 b,Transit,2021
TOI-3362 b,Transit,2021
TOI-3364 b,Transit,2023
TOI-3364 b,Transit,2023
TOI-3464 b,Transit,2025
TOI-3464 b,Transit,2025
TOI-3474 b,Transit,2025
TOI-3474 b,Transit,2025
TOI-3486 b,Transit,2025
TOI-3486 b,Transit,2025
TOI-3493 b,Transit,2025
TOI-3493 b,Transit,2025
TOI-3523 A b,Transit,2025
TOI-3523 A b,Transit,2025
TOI-3540 A b,Transit,2022
TOI-3540 A b,Transit,2022
TOI-3568 b,Transit,2024
TOI-3568 b,Transit,2024
TOI-3593 b,Transit,2025
TOI-3593 b,Transit,2025
TOI-3629 b,Transit,2022
TOI-3629 b,Transit,2022
TOI-3629 b,Transit,2022
TOI-3682 b,Transit,2025
TOI-3682 b,Transit,2025
TOI-3688 A b,Transit,2023
TOI-3688 A b,Transit,2023
TOI-3693 b,Transit,2022
TOI-3693 b,Transit,2022
TOI-3714 b,Transit,2022
TOI-3714 b,Transit,2022
TOI-3714 b,Transit,2022
TOI-3714 b,Transit,2022
TOI-375 b,Transit,2026
TOI-375 b,Transit,2026
TOI-375 c,Radial Velocity,2026
TOI-375 d,Radial Velocity,2026
TOI-3757 b,Transit,2022
TOI-3757 b,Transit,2022
TOI-3785 b,Transit,2023
TOI-3785 b,Transit,2023
TOI-3807 b,Transit,2023
TOI-3807 b,Transit,2023
TOI-3819 b,Transit,2023
TOI-3819 b,Transit,2023
TOI-3837 b,Transit,2025
TOI-3837 b,Transit,2025
TOI-3856 b,Transit,2025
TOI-3856 b,Transit,2025
TOI-3862 b,Transit,2026
TOI-3862 b,Transit,2026
TOI-3877 b,Transit,2025
TOI-3877 b,Transit,2025
TOI-3884 b,Transit,2022
TOI-3884 b,Transit,2022
TOI-3884 b,Transit,2022
TOI-3894 b,Transit,2024
TOI-3894 b,Transit,2024
TOI-3894 b,Transit,2024
TOI-3894 b,Transit,2024
TOI-3912 b,Transit,2023
TOI-3912 b,Transit,2023
TOI-3919 b,Transit,2024
TOI-3919 b,Transit,2024
TOI-3976 A b,Transit,2023
TOI-3976 A b,Transit,2023
TOI-3980 b,Transit,2025
TOI-3980 b,Transit,2025
TOI-3984 A b,Transit,2023
TOI-3984 A b,Transit,2023
TOI-4010 b,Transit,2023
TOI-4010 b,Transit,2023
TOI-4010 c,Transit,2023
TOI-4010 c,Transit,2023
TOI-4010 d,Transit,2023
TOI-4010 d,Transit,2023
TOI-4010 e,Radial Velocity,2023
TOI-406 c,Transit,2024
TOI-406 c,Transit,2024
TOI-406.01,Transit,2024
TOI-406.01,Transit,2024
TOI-406.01,Transit,2024
TOI-4087 b,Transit,2023
TOI-4087 b,Transit,2023
TOI-411 b,Transit,2022
TOI-411 b,Transit,2022
TOI-411 b,Transit,2022
TOI-411 c,Transit,2022
TOI-411 c,Transit,2022
TOI-411 c,Transit,2022
TOI-4127 b,Transit,2023
TOI-4127 b,Transit,2023
TOI-4137 b,Transit,2022
TOI-4137 b,Transit,2022
TOI-4145 A b,Transit,2023
TOI-4145 A b,Transit,2023
TOI-4153 b,Transit,2024
TOI-4153 b,Transit,2024
TOI-4155 b,Transit,2025
TOI-4155 b,Transit,2025
TOI-4184 b,Transit,2023
TOI-4184 b,Transit,2023
TOI-4201 b,Transit,2023
TOI-4201 b,Transit,2023
TOI-4201 b,Transit,2023
TOI-4201 b,Transit,2023
TOI-4201 b,Transit,2023
TOI-421 b,Transit,2020
TOI-421 b,Transit,2020
TOI-421 b,Transit,2020
TOI-421 c,Transit,2020
TOI-421 c,Transit,2020
TOI-421 c,Transit,2020
TOI-421 c,Transit,2020
TOI-4214 b,Transit,2025
TOI-4214 b,Transit,2025
TOI-4308 b,Transit,2023
TOI-4308 b,Transit,2023
TOI-431 b,Transit,2021
TOI-431 b,Transit,2021
TOI-431 b,Transit,2021
TOI-431 c,Radial Velocity,2021
TOI-431 d,Transit,2021
TOI-431 d,Transit,2021
TOI-431 d,Transit,2021
TOI-4329 b,Transit,2022
TOI-4329 b,Transit,2022
TOI-4336 A b,Transit,2024
TOI-4336 A b,Transit,2024
TOI-4336 A b,Transit,2024
TOI-4336 A c,Transit,2026
TOI-4342 b,Transit,2023
TOI-4342 b,Transit,2023
TOI-4342 b,Transit,2023
TOI-4342 c,Transit,2023
TOI-4342 c,Transit,2023
TOI-4342 c,Transit,2023
TOI-4364 b,Transit,2025
TOI-4364 b,Transit,2025
TOI-4377 b,Transit,2023
TOI-4377 b,Transit,2023
TOI-4379 b,Transit,2024
TOI-4379 b,Transit,2024
TOI-4406 b,Transit,2023
TOI-4406 b,Transit,2023
TOI-4438 b,Transit,2024
TOI-4438 b,Transit,2024
TOI-4438 b,Transit,2024
TOI-444 b,Transit,2023
TOI-444 b,Transit,2023
TOI-4443.01,Transit,2024
TOI-4443.01,Transit,2024
TOI-4463 A b,Transit,2023
TOI-4463 A b,Transit,2023
TOI-4465 b,Transit,2025
TOI-4465 b,Transit,2025
TOI-4479 b,Transit,2022
TOI-4479 b,Transit,2022
TOI-4487 A b,Transit,2025
TOI-4487 A b,Transit,2025
TOI-4495 b,Transit,2026
TOI-4495 b,Transit,2026
TOI-4495 c,Transit,2024
TOI-4495 c,Transit,2024
TOI-4495 c,Transit,2024
TOI-4504 b,Transit,2024
TOI-4504 b,Transit,2024
TOI-4504 c,Transit,2024
TOI-4504 c,Transit,2024
TOI-4504 d,Transit Timing Variations,2024
TOI-4507 b,Transit,2025
TOI-4507 b,Transit,2025
TOI-451 b,Transit,2020
TOI-451 b,Transit,2020
TOI-451 b,Transit,2020
TOI-451 c,Transit,2020
TOI-451 c,Transit,2020
TOI-451 c,Transit,2020
TOI-451 c,Transit,2020
TOI-451 d,Transit,2020
TOI-451 d,Transit,2020
TOI-451 d,Transit,2020
TOI-451 d,Transit,2020
TOI-4515 b,Transit,2024
TOI-4515 b,Transit,2024
TOI-4527.01,Transit,2024
TOI-4527.01,Transit,2024
TOI-4529 b,Transit,2026
TOI-4529 b,Transit,2026
TOI-4551 b,Transit,2023
TOI-4551 b,Transit,2023
TOI-4552 b,Transit,2026
TOI-4552 b,Transit,2026
TOI-4559 b,Transit,2024
TOI-4559 b,Transit,2024
TOI-4562 b,Transit,2023
TOI-4562 b,Transit,2023
TOI-4562 b,Transit,2023
TOI-4562 c,Transit Timing Variations,2024
TOI-4582 b,Transit,2023
TOI-4582 b,Transit,2023
TOI-4600 b,Transit,2023
TOI-4600 b,Transit,2023
TOI-4600 c,Transit,2023
TOI-4600 c,Transit,2023
TOI-4602.01,Transit,2024
TOI-4602.01,Transit,2024
TOI-4603 b,Transit,2023
TOI-4603 b,Transit,2023
TOI-4633 c,Transit,2024
TOI-4633 c,Transit,2024
TOI-4638.01,Transit,2024
TOI-4638.01,Transit,2024
TOI-4641 b,Transit,2023
TOI-4641 b,Transit,2023
TOI-4666 b,Transit,2025
TOI-4666 b,Transit,2025
TOI-4666 b,Transit,2025
TOI-469.01,Transit,2021
TOI-469.01,Transit,2021
TOI-469.01,Transit,2021
TOI-469.01,Transit,2021
TOI-469.01,Transit,2021
TOI-469.01,Transit,2021
TOI-470 b,Transit,2023
TOI-470 b,Transit,2023
TOI-4734 b,Transit,2025
TOI-4734 b,Transit,2025
TOI-4773 b,Transit,2025
TOI-4773 b,Transit,2025
TOI-4791 b,Transit,2023
TOI-4791 b,Transit,2023
TOI-4794 b,Transit,2025
TOI-4794 b,Transit,2025
TOI-480 b,Transit,2024
TOI-480 b,Transit,2024
TOI-481 b,Transit,2020
TOI-481 b,Transit,2020
TOI-481 b,Transit,2020
TOI-481 b,Transit,2020
TOI-4860 b,Transit,2023
TOI-4860 b,Transit,2023
TOI-4860 b,Transit,2023
TOI-4914 b,Transit,2024
TOI-4914 b,Transit,2024
TOI-4940 b,Transit,2025
TOI-4940 b,Transit,2025
TOI-4961 b,Transit,2025
TOI-4961 b,Transit,2025
TOI-4994 b,Transit,2024
TOI-4994 b,Transit,2024
TOI-500 b,Transit,2022
TOI-500 b,Transit,2022
TOI-500 b,Transit,2022
TOI-500 c,Radial Velocity,2022
TOI-500 d,Radial Velocity,2022
TOI-500 e,Radial Velocity,2022
TOI-5005 b,Transit,2024
TOI-5005 b,Transit,2024
TOI-5007 b,Transit,2026
TOI-5007 b,Transit,2026
TOI-5027 b,Transit,2025
TOI-5027 b,Transit,2025
TOI-5076 b,Transit,2024
TOI-5076 b,Transit,2024
TOI-5076 b,Transit,2024
TOI-5082.01,Transit,2024
TOI-5082.01,Transit,2024
TOI-5108 b,Transit,2025
TOI-5108 b,Transit,2025
TOI-5110 b,Transit,2024
TOI-5110 b,Transit,2024
TOI-512 b,Transit,2025
TOI-512 b,Transit,2025
TOI-5126 b,Transit,2023
TOI-5126 b,Transit,2023
TOI-5126 c,Transit,2023
TOI-5126 c,Transit,2023
TOI-5143 c,Transit,2025
TOI-5143 c,Transit,2025
TOI-5153 b,Transit,2022
TOI-5153 b,Transit,2022
TOI-5174 b,Transit,2022
TOI-5174 b,Transit,2022
TOI-5181 A b,Transit,2025
TOI-5181 A b,Transit,2025
TOI-519 b,Transit,2021
TOI-519 b,Transit,2021
TOI-519 b,Transit,2021
TOI-519 b,Transit,2021
TOI-5205 b,Transit,2023
TOI-5205 b,Transit,2023
TOI-5205 b,Transit,2023
TOI-521 b,Transit,2025
TOI-521 b,Transit,2025
TOI-5210 b,Transit,2025
TOI-5210 b,Transit,2025
TOI-5218 b,Transit,2024
TOI-5218 b,Transit,2024
TOI-5232 b,Transit,2024
TOI-5232 b,Transit,2024
TOI-5238 b,Transit,2022
TOI-5238 b,Transit,2022
TOI-5261 b,Transit,2025
TOI-5261 b,Transit,2025
TOI-5292 A b,Transit,2026
TOI-5292 A b,Transit,2026
TOI-5293 A b,Transit,2023
TOI-5293 A b,Transit,2023
TOI-5293 A b,Transit,2023
TOI-530 b,Transit,2021
TOI-530 b,Transit,2021
TOI-530 b,Transit,2021
TOI-5300 b,Transit,2025
TOI-5300 b,Transit,2025
TOI-5301 b,Transit,2024
TOI-5301 b,Transit,2024
TOI-5301 b,Transit,2024
TOI-5301 b,Transit,2024
TOI-5319 b,Transit,2024
TOI-5319 b,Transit,2024
TOI-532 b,Transit,2021
TOI-532 b,Transit,2021
TOI-5322 b,Transit,2025
TOI-5322 b,Transit,2025
TOI-5340 b,Transit,2025
TOI-5340 b,Transit,2025
TOI-5344 b,Transit,2023
TOI-5344 b,Transit,2023
TOI-5344 b,Transit,2023
TOI-5349 b,Transit,2026
TOI-5349 b,Transit,2026
TOI-5350 b,Transit,2025
TOI-5350 b,Transit,2025
TOI-5386 A b,Transit,2025
TOI-5386 A b,Transit,2025
TOI-5388.01,Transit,2024
TOI-5388.01,Transit,2024
TOI-5388.01,Transit,2024
TOI-5398 b,Transit,2022
TOI-5398 b,Transit,2022
TOI-5398 b,Transit,2022
TOI-5398 c,Transit,2023
TOI-5398 c,Transit,2023
TOI-540 b,Transit,2020
TOI-540 b,Transit,2020
TOI-540 b,Transit,2020
TOI-5422 b,Transit,2026
TOI-5422 b,Transit,2026
TOI-544 b,Transit,2022
TOI-544 b,Transit,2022
TOI-544 b,Transit,2022
TOI-544 c,Radial Velocity,2023
TOI-5489 b,Transit,2025
TOI-5489 b,Transit,2025
TOI-5489 c,Transit,2025
TOI-5489 c,Transit,2025
TOI-5542 b,Transit,2022
TOI-5542 b,Transit,2022
TOI-5573 b,Transit,2025
TOI-5573 b,Transit,2025
TOI-558 b,Transit,2021
TOI-558 b,Transit,2021
TOI-559 b,Transit,2021
TOI-559 b,Transit,2021
TOI-5592 b,Transit,2025
TOI-5592 b,Transit,2025
TOI-561 b,Transit,2020
TOI-561 b,Transit,2020
TOI-561 b,Transit,2020
TOI-561 b,Transit,2020
TOI-561 b,Transit,2020
TOI-561 b,Transit,2020
TOI-561 b,Transit,2020
TOI-561 c,Transit,2020
TOI-561 c,Transit,2020
TOI-561 c,Transit,2020
TOI-561 c,Transit,2020
TOI-561 c,Transit,2020
TOI-561 c,Transit,2020
TOI-561 c,Transit,2020
TOI-561 c,Transit,2020
TOI-561 d,Transit,2020
TOI-561 d,Transit,2020
TOI-561 d,Transit,2020
TOI-561 d,Transit,2020
TOI-561 d,Transit,2020
TOI-561 d,Transit,2020
TOI-561 e,Transit,2020
TOI-561 e,Transit,2020
TOI-561 e,Transit,2020
TOI-561 e,Transit,2020
TOI-561 e,Transit,2020
TOI-561 e,Transit,2020
TOI-5616 b,Transit,2024
TOI-5616 b,Transit,2024
TOI-5634 A b,Transit,2024
TOI-5634 A b,Transit,2024
TOI-564 b,Transit,2020
TOI-564 b,Transit,2020
TOI-564 b,Transit,2020
TOI-5678 b,Transit,2023
TOI-5678 b,Transit,2023
TOI-5688 A b,Transit,2024
TOI-5688 A b,Transit,2024
TOI-5704 b,Transit,2023
TOI-5704 b,Transit,2023
TOI-5713 b,Transit,2024
TOI-5713 b,Transit,2024
TOI-5716 b,Transit,2025
TOI-5716 b,Transit,2025
TOI-5720 b,Transit,2024
TOI-5720 b,Transit,2024
TOI-5726.01,Transit,2024
TOI-5726.01,Transit,2024
TOI-5728 b,Transit,2025
TOI-5728 b,Transit,2025
TOI-5734 b,Transit,2026
TOI-5734 b,Transit,2026
TOI-5734 b,Transit,2026
TOI-5736 b,Transit,2025
TOI-5736 b,Transit,2025
TOI-5786 b,Transit,2025
TOI-5786 b,Transit,2025
TOI-5788 b,Transit,2026
TOI-5788 b,Transit,2026
TOI-5788 c,Transit,2026
TOI-5788 c,Transit,2026
TOI-5789 b,Radial Velocity,2026
TOI-5789 c,Transit,
TOI-5789 c,Transit,
TOI-5789 d,Radial Velocity,2026
TOI-5789 e,Radial Velocity,2026
TOI-5795 b,Transit,2025
TOI-5795 b,Transit,2025
TOI-5799 b,Transit,2024
TOI-5799 b,Transit,2024
TOI-5799 b,Transit,2024
TOI-5799 b,Transit,2024
TOI-5799 c,Transit,2025
TOI-5800 b,Transit,2025
TOI-5800 b,Transit,2025
TOI-5800 b,Transit,2025
TOI-5803 b,Transit,2023
TOI-5803 b,Transit,2023
TOI-5817 b,Transit,2025
TOI-5817 b,Transit,2025
TOI-5882 b,Transit,2025
TOI-5882 b,Transit,2025
TOI-5882 b,Transit,2025
TOI-5916 b,Transit,2026
TOI-5916 b,Transit,2026
TOI-5938 b,Transit,2026
TOI-5938 b,Transit,2026
TOI-6000 b,Transit,2025
TOI-6000 b,Transit,2025
TOI-6002 b,Transit,2024
TOI-6002 b,Transit,2024
TOI-6008 b,Transit,2024
TOI-6008 b,Transit,2024
TOI-6016 b,Transit,2024
TOI-6016 b,Transit,2024
TOI-6029 b,Transit,2024
TOI-6029 b,Transit,2024
